FLIGHT,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE
1861-CLT-RDU,CLT,RDU,2016-09-01 20:10:00,2016-09-01 21:03:00,130.0
1862-CLT-PHX,CLT,PHX,2016-09-01 19:50:00,2016-09-02 00:14:00,1773.0
1864-CLT-DCA,CLT,DCA,2016-09-01 16:40:00,2016-09-01 18:05:00,331.0
1865-CLT-DEN,CLT,DEN,2016-09-01 22:25:00,2016-09-02 01:55:00,1337.0
1866-CLT-PBI,CLT,PBI,2016-09-01 09:20:00,2016-09-01 11:12:00,590.0
1867-CLT-BNA,CLT,BNA,2016-09-01 19:59:00,2016-09-01 21:20:00,328.0
1868-CLT-CHS,CLT,CHS,2016-09-01 11:14:00,2016-09-01 12:13:00,168.0
1870-CLT-ROC,CLT,ROC,2016-09-01 22:20:00,2016-09-01 23:58:00,573.0
1871-CLT-TPA,CLT,TPA,2016-09-01 20:01:00,2016-09-01 21:41:00,507.0
1873-CLT-TPA,CLT,TPA,2016-09-01 22:10:00,2016-09-01 23:47:00,507.0
1877-CLT-MIA,CLT,MIA,2016-09-01 07:00:00,2016-09-01 09:01:00,650.0
1878-CLT-DFW,CLT,DFW,2016-09-01 13:25:00,2016-09-01 16:13:00,936.0
1879-CLT-SEA,CLT,SEA,2016-09-01 16:20:00,2016-09-01 22:00:00,2279.0
1885-CLT-BUF,CLT,BUF,2016-09-01 20:16:00,2016-09-01 21:55:00,546.0
1886-CLT-RIC,CLT,RIC,2016-09-01 16:08:00,2016-09-01 17:16:00,257.0
1889-CLT-BDL,CLT,BDL,2016-09-01 16:29:00,2016-09-01 18:30:00,644.0
1893-CLT-AUS,CLT,AUS,2016-09-01 22:10:00,2016-09-02 01:01:00,1032.0
1895-CLT-ORF,CLT,ORF,2016-09-01 18:05:00,2016-09-01 19:17:00,290.0
1899-CLT-MCO,CLT,MCO,2016-09-01 16:41:00,2016-09-01 18:24:00,468.0
1903-CLT-PVD,CLT,PVD,2016-09-01 09:55:00,2016-09-01 12:00:00,683.0
1904-CLT-PIT,CLT,PIT,2016-09-01 08:02:00,2016-09-01 09:27:00,366.0
1905-CLT-MCO,CLT,MCO,2016-09-01 09:20:00,2016-09-01 11:02:00,468.0
1906-CLT-MCI,CLT,MCI,2016-09-01 07:54:00,2016-09-01 10:26:00,808.0
1908-CLT-ORD,CLT,ORD,2016-09-01 17:55:00,2016-09-01 20:03:00,599.0
1909-CLT-MSY,CLT,MSY,2016-09-01 11:20:00,2016-09-01 13:19:00,651.0
1910-CLT-LGA,CLT,LGA,2016-09-01 09:55:00,2016-09-01 11:53:00,544.0
1912-CLT-SEA,CLT,SEA,2016-09-01 09:35:00,2016-09-01 15:15:00,2279.0
1916-CLT-ORD,CLT,ORD,2016-09-01 07:55:00,2016-09-01 10:07:00,599.0
1920-CLT-BWI,CLT,BWI,2016-09-01 20:25:00,2016-09-01 21:51:00,361.0
1921-CLT-JAX,CLT,JAX,2016-09-01 20:20:00,2016-09-01 21:40:00,328.0
1922-CLT-RIC,CLT,RIC,2016-09-01 22:20:00,2016-09-01 23:24:00,257.0
1924-CLT-BWI,CLT,BWI,2016-09-01 11:35:00,2016-09-01 13:05:00,361.0
1925-CLT-TPA,CLT,TPA,2016-09-01 09:35:00,2016-09-01 11:20:00,507.0
1927-CLT-RDU,CLT,RDU,2016-09-01 13:01:00,2016-09-01 13:56:00,130.0
1934-CLT-RDU,CLT,RDU,2016-09-01 14:30:00,2016-09-01 15:25:00,130.0
1936-CLT-EWR,CLT,EWR,2016-09-01 12:00:00,2016-09-01 13:51:00,529.0
1937-CLT-BOS,CLT,BOS,2016-09-01 11:29:00,2016-09-01 13:42:00,728.0
1938-CLT-DCA,CLT,DCA,2016-09-01 14:55:00,2016-09-01 16:22:00,331.0
1940-CLT-ALB,CLT,ALB,2016-09-01 22:16:00,2016-09-02 00:10:00,646.0
1941-CLT-DTW,CLT,DTW,2016-09-01 09:21:00,2016-09-01 11:09:00,500.0
1942-CLT-BUF,CLT,BUF,2016-09-01 09:19:00,2016-09-01 10:55:00,546.0
1946-CLT-ORD,CLT,ORD,2016-09-01 09:35:00,2016-09-01 11:48:00,599.0
1950-CLT-DCA,CLT,DCA,2016-09-01 13:05:00,2016-09-01 14:30:00,331.0
1952-CLT-BUF,CLT,BUF,2016-09-01 22:25:00,2016-09-02 00:01:00,546.0
1953-CLT-MSY,CLT,MSY,2016-09-01 09:20:00,2016-09-01 11:19:00,651.0
1954-CLT-LGA,CLT,LGA,2016-09-01 20:41:00,2016-09-01 22:27:00,544.0
1956-CLT-PHL,CLT,PHL,2016-09-01 07:30:00,2016-09-01 09:12:00,449.0
1957-CLT-ILM,CLT,ILM,2016-09-01 13:00:00,2016-09-01 14:01:00,185.0
1960-CLT-BWI,CLT,BWI,2016-09-01 09:40:00,2016-09-01 11:13:00,361.0
1961-CLT-FLL,CLT,FLL,2016-09-01 11:50:00,2016-09-01 13:53:00,632.0
1962-CLT-BWI,CLT,BWI,2016-09-01 16:44:00,2016-09-01 18:12:00,361.0
1964-CLT-MCI,CLT,MCI,2016-09-01 11:41:00,2016-09-01 14:14:00,808.0
1970-CLT-BWI,CLT,BWI,2016-09-01 13:24:00,2016-09-01 14:51:00,361.0
1972-CLT-JFK,CLT,JFK,2016-09-01 16:05:00,2016-09-01 17:58:00,541.0
1973-CLT-IND,CLT,IND,2016-09-01 13:10:00,2016-09-01 14:48:00,427.0
1975-CLT-LAX,CLT,LAX,2016-09-01 20:25:00,2016-09-02 01:39:00,2125.0
1977-CLT-IND,CLT,IND,2016-09-01 11:35:00,2016-09-01 13:14:00,427.0
1978-CLT-IAH,CLT,IAH,2016-09-01 07:55:00,2016-09-01 10:35:00,912.0
1979-CLT-ILM,CLT,ILM,2016-09-01 19:49:00,2016-09-01 20:46:00,185.0
1980-CLT-BOS,CLT,BOS,2016-09-01 07:50:00,2016-09-01 10:06:00,728.0
1982-CLT-BOS,CLT,BOS,2016-09-01 09:40:00,2016-09-01 11:59:00,728.0
1987-CLT-DCA,CLT,DCA,2016-09-01 22:14:00,2016-09-01 23:34:00,331.0
1988-CLT-ALB,CLT,ALB,2016-09-01 11:49:00,2016-09-01 13:51:00,646.0
1989-CLT-BOS,CLT,BOS,2016-09-01 16:11:00,2016-09-01 18:28:00,728.0
1992-CLT-PVD,CLT,PVD,2016-09-01 16:31:00,2016-09-01 18:32:00,683.0
1993-CLT-LAX,CLT,LAX,2016-09-01 07:47:00,2016-09-01 13:05:00,2125.0
1998-CLT-BWI,CLT,BWI,2016-09-01 22:34:00,2016-09-01 23:57:00,361.0
2002-CLT-BOS,CLT,BOS,2016-09-01 14:20:00,2016-09-01 16:30:00,728.0
2006-CLT-RIC,CLT,RIC,2016-09-01 20:25:00,2016-09-01 21:32:00,257.0
2011-CLT-RDU,CLT,RDU,2016-09-01 07:49:00,2016-09-01 08:46:00,130.0
2015-CLT-BNA,CLT,BNA,2016-09-01 22:25:00,2016-09-01 23:43:00,328.0
2017-CLT-LGA,CLT,LGA,2016-09-01 22:00:00,2016-09-01 23:47:00,544.0
2021-CLT-PHL,CLT,PHL,2016-09-01 14:45:00,2016-09-01 16:28:00,449.0
2028-CLT-RIC,CLT,RIC,2016-09-01 17:44:00,2016-09-01 18:49:00,257.0
2032-CLT-JAX,CLT,JAX,2016-09-01 15:40:00,2016-09-01 16:54:00,328.0
2035-CLT-JAX,CLT,JAX,2016-09-01 22:34:00,2016-09-01 23:51:00,328.0
2036-CLT-SYR,CLT,SYR,2016-09-01 16:24:00,2016-09-01 18:14:00,603.0
2038-CLT-PVD,CLT,PVD,2016-09-01 22:07:00,2016-09-02 00:01:00,683.0
2039-CLT-MSP,CLT,MSP,2016-09-01 22:20:00,2016-09-02 00:57:00,930.0
2042-CLT-JFK,CLT,JFK,2016-09-01 07:30:00,2016-09-01 09:24:00,541.0
2043-CLT-PBI,CLT,PBI,2016-09-01 22:10:00,2016-09-01 23:58:00,590.0
2044-CLT-MSY,CLT,MSY,2016-09-01 14:26:00,2016-09-01 16:22:00,651.0
2046-CLT-RSW,CLT,RSW,2016-09-01 16:26:00,2016-09-01 18:25:00,600.0
2050-CLT-LGA,CLT,LGA,2016-09-01 16:10:00,2016-09-01 18:04:00,544.0
2052-CLT-PWM,CLT,PWM,2016-09-01 18:10:00,2016-09-01 20:24:00,813.0
2053-CLT-TPA,CLT,TPA,2016-09-01 11:23:00,2016-09-01 13:04:00,507.0
2054-CLT-PHL,CLT,PHL,2016-09-01 13:05:00,2016-09-01 14:47:00,449.0
2055-CLT-ORD,CLT,ORD,2016-09-01 14:39:00,2016-09-01 16:49:00,599.0
2056-CLT-RDU,CLT,RDU,2016-09-01 16:12:00,2016-09-01 17:10:00,130.0
2057-CLT-LAX,CLT,LAX,2016-09-01 09:40:00,2016-09-01 15:01:00,2125.0
2058-CLT-MEM,CLT,MEM,2016-09-01 11:22:00,2016-09-01 13:08:00,511.0
2059-CLT-MIA,CLT,MIA,2016-09-01 14:20:00,2016-09-01 16:24:00,650.0
2060-CLT-LGA,CLT,LGA,2016-09-01 06:05:00,2016-09-01 07:49:00,544.0
2062-CLT-LGA,CLT,LGA,2016-09-01 07:59:00,2016-09-01 09:54:00,544.0
2063-CLT-BWI,CLT,BWI,2016-09-01 14:56:00,2016-09-01 16:26:00,361.0
2064-CLT-LGA,CLT,LGA,2016-09-01 11:40:00,2016-09-01 13:36:00,544.0
2065-CLT-IAH,CLT,IAH,2016-09-01 11:20:00,2016-09-01 13:57:00,912.0
2066-CLT-LGA,CLT,LGA,2016-09-01 13:07:00,2016-09-01 15:00:00,544.0
2067-CLT-DTW,CLT,DTW,2016-09-01 18:05:00,2016-09-01 19:56:00,500.0
2068-CLT-LGA,CLT,LGA,2016-09-01 14:26:00,2016-09-01 16:15:00,544.0
2069-CLT-IAH,CLT,IAH,2016-09-01 15:00:00,2016-09-01 17:40:00,912.0
2077-CLT-RIC,CLT,RIC,2016-09-01 12:45:00,2016-09-01 13:46:00,257.0
2078-CLT-CLE,CLT,CLE,2016-09-01 13:14:00,2016-09-01 14:49:00,430.0
2080-CLT-CLE,CLT,CLE,2016-09-01 20:16:00,2016-09-01 21:48:00,430.0
2083-CLT-PBI,CLT,PBI,2016-09-01 20:10:00,2016-09-01 22:01:00,590.0
2086-CLT-MSP,CLT,MSP,2016-09-01 17:55:00,2016-09-01 20:35:00,930.0
2091-CLT-DFW,CLT,DFW,2016-09-01 07:30:00,2016-09-01 10:19:00,936.0
379-CLT-MIA,CLT,MIA,2016-09-01 16:25:00,2016-09-01 18:36:00,650.0
456-CLT-AUS,CLT,AUS,2016-09-01 12:59:00,2016-09-01 15:49:00,1032.0
461-CLT-SFO,CLT,SFO,2016-09-01 09:30:00,2016-09-01 15:02:00,2296.0
463-CLT-PVD,CLT,PVD,2016-09-01 18:59:00,2016-09-01 20:53:00,683.0
466-CLT-SMF,CLT,SMF,2016-09-01 17:55:00,2016-09-01 23:09:00,2244.0
469-CLT-ATL,CLT,ATL,2016-09-01 08:04:00,2016-09-01 09:21:00,226.0
470-CLT-SAN,CLT,SAN,2016-09-01 18:10:00,2016-09-01 23:11:00,2077.0
487-CLT-SAN,CLT,SAN,2016-09-01 08:04:00,2016-09-01 13:04:00,2077.0
494-CLT-PHX,CLT,PHX,2016-09-01 16:20:00,2016-09-01 20:49:00,1773.0
525-CLT-FLL,CLT,FLL,2016-09-01 07:40:00,2016-09-01 09:42:00,632.0
557-CLT-SFO,CLT,SFO,2016-09-01 22:20:00,2016-09-02 03:44:00,2296.0
559-CLT-PHL,CLT,PHL,2016-09-01 16:31:00,2016-09-01 18:13:00,449.0
565-CLT-DFW,CLT,DFW,2016-09-01 18:30:00,2016-09-01 21:16:00,936.0
576-CLT-DFW,CLT,DFW,2016-09-01 19:20:00,2016-09-01 22:01:00,936.0
581-CLT-MCO,CLT,MCO,2016-09-01 14:45:00,2016-09-01 16:29:00,468.0
589-CLT-ATL,CLT,ATL,2016-09-01 17:45:00,2016-09-01 18:57:00,226.0
600-CLT-PHX,CLT,PHX,2016-09-01 09:45:00,2016-09-01 14:16:00,1773.0
609-CLT-SEA,CLT,SEA,2016-09-01 18:14:00,2016-09-01 23:53:00,2279.0
616-CLT-DEN,CLT,DEN,2016-09-01 20:20:00,2016-09-01 23:53:00,1337.0
619-CLT-SFO,CLT,SFO,2016-09-01 19:55:00,2016-09-02 01:22:00,2296.0
628-CLT-PHX,CLT,PHX,2016-09-01 13:00:00,2016-09-01 17:26:00,1773.0
637-CLT-LAS,CLT,LAS,2016-09-01 16:45:00,2016-09-01 21:27:00,1916.0
643-CLT-LAS,CLT,LAS,2016-09-01 20:09:00,2016-09-02 00:49:00,1916.0
651-CLT-DEN,CLT,DEN,2016-09-01 18:20:00,2016-09-01 21:54:00,1337.0
657-CLT-IAH,CLT,IAH,2016-09-01 13:20:00,2016-09-01 15:57:00,912.0
658-CLT-LAS,CLT,LAS,2016-09-01 07:40:00,2016-09-01 12:24:00,1916.0
662-CLT-SFO,CLT,SFO,2016-09-01 07:30:00,2016-09-01 12:59:00,2296.0
672-CLT-BOS,CLT,BOS,2016-09-01 13:10:00,2016-09-01 15:25:00,728.0
673-CLT-IAH,CLT,IAH,2016-09-01 18:04:00,2016-09-01 20:44:00,912.0
678-CLT-LAX,CLT,LAX,2016-09-01 18:00:00,2016-09-01 23:18:00,2125.0
679-CLT-PHX,CLT,PHX,2016-09-01 11:25:00,2016-09-01 15:50:00,1773.0
686-CLT-PHX,CLT,PHX,2016-09-01 14:35:00,2016-09-01 19:01:00,1773.0
691-CLT-MCO,CLT,MCO,2016-09-01 13:05:00,2016-09-01 14:48:00,468.0
703-CLT-BWI,CLT,BWI,2016-09-01 17:59:00,2016-09-01 19:25:00,361.0
705-CLT-SFO,CLT,SFO,2016-09-01 16:25:00,2016-09-01 21:57:00,2296.0
713-CLT-MSP,CLT,MSP,2016-09-01 09:20:00,2016-09-01 12:01:00,930.0
721-CLT-DFW,CLT,DFW,2016-09-01 17:35:00,2016-09-01 20:18:00,936.0
725-CLT-LAX,CLT,LAX,2016-09-01 16:30:00,2016-09-01 21:47:00,2125.0
731-CLT-TPA,CLT,TPA,2016-09-01 17:59:00,2016-09-01 19:39:00,507.0
733-CLT-SAT,CLT,SAT,2016-09-01 20:34:00,2016-09-01 23:29:00,1095.0
745-CLT-IAH,CLT,IAH,2016-09-01 20:05:00,2016-09-01 22:41:00,912.0
747-CLT-MCO,CLT,MCO,2016-09-01 20:16:00,2016-09-01 21:57:00,468.0
749-CLT-LAS,CLT,LAS,2016-09-01 18:20:00,2016-09-01 23:01:00,1916.0
756-CLT-STL,CLT,STL,2016-09-01 14:35:00,2016-09-01 16:31:00,575.0
760-CLT-ATL,CLT,ATL,2016-09-01 20:00:00,2016-09-01 21:14:00,226.0
765-CLT-STL,CLT,STL,2016-09-01 18:04:00,2016-09-01 20:02:00,575.0
787-CLT-ATL,CLT,ATL,2016-09-01 16:00:00,2016-09-01 17:15:00,226.0
793-CLT-STL,CLT,STL,2016-09-01 20:45:00,2016-09-01 22:34:00,575.0
830-CLT-PHL,CLT,PHL,2016-09-01 17:30:00,2016-09-01 19:06:00,449.0
850-CLT-BNA,CLT,BNA,2016-09-01 11:20:00,2016-09-01 12:42:00,328.0
853-CLT-ORD,CLT,ORD,2016-09-01 13:05:00,2016-09-01 15:15:00,599.0
856-CLT-DCA,CLT,DCA,2016-09-01 19:44:00,2016-09-01 21:05:00,331.0
859-CLT-RDU,CLT,RDU,2016-09-01 18:11:00,2016-09-01 19:08:00,130.0
873-CLT-ATL,CLT,ATL,2016-09-01 13:24:00,2016-09-01 14:39:00,226.0
890-CLT-DFW,CLT,DFW,2016-09-01 22:10:00,2016-09-02 00:54:00,936.0
891-CLT-DFW,CLT,DFW,2016-09-01 14:25:00,2016-09-01 17:10:00,936.0
1652-CLT-ATL,CLT,ATL,2016-09-01 14:45:00,2016-09-01 16:02:00,226.0
1653-CLT-MCI,CLT,MCI,2016-09-01 15:50:00,2016-09-01 18:15:00,808.0
1654-CLT-BDL,CLT,BDL,2016-09-01 07:35:00,2016-09-01 09:33:00,644.0
1677-CLT-PIT,CLT,PIT,2016-09-01 09:49:00,2016-09-01 11:18:00,366.0
1682-CLT-JAX,CLT,JAX,2016-09-01 07:54:00,2016-09-01 09:18:00,328.0
1691-CLT-RIC,CLT,RIC,2016-09-01 07:30:00,2016-09-01 08:39:00,257.0
1692-CLT-BDL,CLT,BDL,2016-09-01 20:19:00,2016-09-01 22:15:00,644.0
152-DCA-DFW,DCA,DFW,2016-09-01 15:10:00,2016-09-01 18:39:00,1192.0
153-DCA-ORD,DCA,ORD,2016-09-01 10:10:00,2016-09-01 12:20:00,612.0
104-DCA-JFK,DCA,JFK,2016-09-01 17:31:00,2016-09-01 19:00:00,213.0
196-DCA-DFW,DCA,DFW,2016-09-01 05:40:00,2016-09-01 09:00:00,1192.0
238-DCA-MIA,DCA,MIA,2016-09-01 17:35:00,2016-09-01 20:28:00,919.0
245-DCA-LAX,DCA,LAX,2016-09-01 17:39:00,2016-09-01 23:20:00,2311.0
324-DCA-ORD,DCA,ORD,2016-09-01 14:35:00,2016-09-01 16:44:00,612.0
327-DCA-DFW,DCA,DFW,2016-09-01 16:34:00,2016-09-01 19:57:00,1192.0
1227-DCA-MIA,DCA,MIA,2016-09-01 15:59:00,2016-09-01 18:48:00,919.0
1076-DCA-ORD,DCA,ORD,2016-09-01 11:30:00,2016-09-01 13:39:00,612.0
1079-DCA-ORD,DCA,ORD,2016-09-01 17:30:00,2016-09-01 19:44:00,612.0
1202-DCA-MIA,DCA,MIA,2016-09-01 14:31:00,2016-09-01 17:20:00,919.0
1111-DCA-ORD,DCA,ORD,2016-09-01 07:59:00,2016-09-01 10:11:00,612.0
1253-DCA-LAX,DCA,LAX,2016-09-01 07:25:00,2016-09-01 13:14:00,2311.0
1375-DCA-LAS,DCA,LAS,2016-09-01 07:45:00,2016-09-01 12:53:00,2089.0
913-DCA-MIA,DCA,MIA,2016-09-01 06:00:00,2016-09-01 08:46:00,919.0
1533-DCA-MIA,DCA,MIA,2016-09-01 12:45:00,2016-09-01 15:30:00,919.0
1551-DCA-ORD,DCA,ORD,2016-09-01 12:59:00,2016-09-01 15:10:00,612.0
2189-DCA-MIA,DCA,MIA,2016-09-01 06:30:00,2016-09-01 09:16:00,919.0
1602-DCA-DFW,DCA,DFW,2016-09-01 12:30:00,2016-09-01 15:51:00,1192.0
2237-DCA-DFW,DCA,DFW,2016-09-01 20:05:00,2016-09-01 23:33:00,1192.0
2239-DCA-ORD,DCA,ORD,2016-09-01 20:00:00,2016-09-01 22:18:00,612.0
2206-DCA-MIA,DCA,MIA,2016-09-01 21:00:00,2016-09-01 23:36:00,919.0
2192-DCA-ORD,DCA,ORD,2016-09-01 19:10:00,2016-09-01 21:20:00,612.0
419-DCA-DFW,DCA,DFW,2016-09-01 11:48:00,2016-09-01 15:05:00,1192.0
433-DCA-PHX,DCA,PHX,2016-09-01 07:00:00,2016-09-01 12:08:00,1979.0
435-DCA-DFW,DCA,DFW,2016-09-01 18:25:00,2016-09-01 21:45:00,1192.0
1711-DCA-DFW,DCA,DFW,2016-09-01 08:45:00,2016-09-01 12:19:00,1192.0
1713-DCA-CLT,DCA,CLT,2016-09-01 06:59:00,2016-09-01 08:34:00,331.0
1738-DCA-CLT,DCA,CLT,2016-09-01 13:55:00,2016-09-01 15:26:00,331.0
1741-DCA-FLL,DCA,FLL,2016-09-01 15:59:00,2016-09-01 18:43:00,899.0
1749-DCA-PHL,DCA,PHL,2016-09-01 17:35:00,2016-09-01 18:43:00,119.0
1761-DCA-TPA,DCA,TPA,2016-09-01 18:00:00,2016-09-01 20:28:00,814.0
1768-DCA-MIA,DCA,MIA,2016-09-01 10:30:00,2016-09-01 13:21:00,919.0
1816-DCA-MCO,DCA,MCO,2016-09-01 09:54:00,2016-09-01 12:24:00,759.0
1841-DCA-TPA,DCA,TPA,2016-09-01 13:59:00,2016-09-01 16:24:00,814.0
1854-DCA-CLT,DCA,CLT,2016-09-01 20:00:00,2016-09-01 21:32:00,331.0
1872-DCA-MCO,DCA,MCO,2016-09-01 11:45:00,2016-09-01 14:01:00,759.0
1876-DCA-MCO,DCA,MCO,2016-09-01 19:30:00,2016-09-01 21:48:00,759.0
1880-DCA-PBI,DCA,PBI,2016-09-01 11:55:00,2016-09-01 14:31:00,857.0
1904-DCA-CLT,DCA,CLT,2016-09-01 05:41:00,2016-09-01 07:06:00,331.0
1959-DCA-TPA,DCA,TPA,2016-09-01 19:45:00,2016-09-01 22:04:00,814.0
1979-DCA-CLT,DCA,CLT,2016-09-01 17:20:00,2016-09-01 18:53:00,331.0
2041-DCA-PHL,DCA,PHL,2016-09-01 16:03:00,2016-09-01 17:07:00,119.0
2044-DCA-CLT,DCA,CLT,2016-09-01 12:00:00,2016-09-01 13:30:00,331.0
2077-DCA-CLT,DCA,CLT,2016-09-01 10:22:00,2016-09-01 11:56:00,331.0
2116-DCA-BOS,DCA,BOS,2016-09-01 17:30:00,2016-09-01 19:09:00,399.0
2117-DCA-LGA,DCA,LGA,2016-09-01 22:00:00,2016-09-01 23:07:00,214.0
2119-DCA-BOS,DCA,BOS,2016-09-01 13:30:00,2016-09-01 14:58:00,399.0
2120-DCA-BOS,DCA,BOS,2016-09-01 16:30:00,2016-09-01 17:59:00,399.0
2124-DCA-BOS,DCA,BOS,2016-09-01 15:30:00,2016-09-01 17:07:00,399.0
2125-DCA-LGA,DCA,LGA,2016-09-01 08:00:00,2016-09-01 09:19:00,214.0
2129-DCA-BOS,DCA,BOS,2016-09-01 10:30:00,2016-09-01 12:04:00,399.0
2130-DCA-BOS,DCA,BOS,2016-09-01 07:30:00,2016-09-01 08:59:00,399.0
2133-DCA-LGA,DCA,LGA,2016-09-01 09:00:00,2016-09-01 10:28:00,214.0
2134-DCA-BOS,DCA,BOS,2016-09-01 18:30:00,2016-09-01 20:04:00,399.0
2135-DCA-LGA,DCA,LGA,2016-09-01 12:00:00,2016-09-01 13:15:00,214.0
2137-DCA-LGA,DCA,LGA,2016-09-01 06:00:00,2016-09-01 06:59:00,214.0
2138-DCA-BOS,DCA,BOS,2016-09-01 22:00:00,2016-09-01 23:28:00,399.0
2139-DCA-BOS,DCA,BOS,2016-09-01 09:30:00,2016-09-01 11:02:00,399.0
2140-DCA-BOS,DCA,BOS,2016-09-01 19:30:00,2016-09-01 21:01:00,399.0
2142-DCA-BOS,DCA,BOS,2016-09-01 12:30:00,2016-09-01 13:59:00,399.0
2143-DCA-LGA,DCA,LGA,2016-09-01 13:00:00,2016-09-01 14:24:00,214.0
2144-DCA-LGA,DCA,LGA,2016-09-01 06:59:00,2016-09-01 08:07:00,214.0
2145-DCA-LGA,DCA,LGA,2016-09-01 16:00:00,2016-09-01 17:21:00,214.0
2147-DCA-LGA,DCA,LGA,2016-09-01 10:00:00,2016-09-01 11:23:00,214.0
2149-DCA-BOS,DCA,BOS,2016-09-01 14:30:00,2016-09-01 15:59:00,399.0
2150-DCA-BOS,DCA,BOS,2016-09-01 21:00:00,2016-09-01 22:29:00,399.0
2153-DCA-LGA,DCA,LGA,2016-09-01 17:00:00,2016-09-01 18:24:00,214.0
2154-DCA-LGA,DCA,LGA,2016-09-01 11:00:00,2016-09-01 12:17:00,214.0
2157-DCA-LGA,DCA,LGA,2016-09-01 14:00:00,2016-09-01 15:22:00,214.0
2160-DCA-BOS,DCA,BOS,2016-09-01 06:30:00,2016-09-01 07:57:00,399.0
2164-DCA-LGA,DCA,LGA,2016-09-01 15:00:00,2016-09-01 16:25:00,214.0
2167-DCA-LGA,DCA,LGA,2016-09-01 18:00:00,2016-09-01 19:28:00,214.0
2169-DCA-BOS,DCA,BOS,2016-09-01 08:30:00,2016-09-01 10:00:00,399.0
2170-DCA-BOS,DCA,BOS,2016-09-01 11:30:00,2016-09-01 12:59:00,399.0
2174-DCA-LGA,DCA,LGA,2016-09-01 19:00:00,2016-09-01 20:30:00,214.0
563-DCA-PHX,DCA,PHX,2016-09-01 17:20:00,2016-09-01 22:18:00,1979.0
589-DCA-CLT,DCA,CLT,2016-09-01 15:20:00,2016-09-01 16:54:00,331.0
671-DCA-FLL,DCA,FLL,2016-09-01 09:17:00,2016-09-01 12:05:00,899.0
694-DCA-PHX,DCA,PHX,2016-09-01 10:45:00,2016-09-01 15:36:00,1979.0
698-DCA-DFW,DCA,DFW,2016-09-01 06:59:00,2016-09-01 10:26:00,1192.0
862-DCA-MCO,DCA,MCO,2016-09-01 07:44:00,2016-09-01 10:08:00,759.0
876-DCA-CLT,DCA,CLT,2016-09-01 08:55:00,2016-09-01 10:31:00,331.0
1512-DCA-MIA,DCA,MIA,2016-09-01 08:41:00,2016-09-01 11:35:00,919.0
156-SAN-ORD,SAN,ORD,2016-09-01 14:20:00,2016-09-01 18:25:00,1723.0
94-SAN-JFK,SAN,JFK,2016-09-01 10:40:00,2016-09-01 16:07:00,2446.0
934-SAN-ORD,SAN,ORD,2016-09-01 12:45:00,2016-09-01 16:50:00,1723.0
1445-SAN-DFW,SAN,DFW,2016-09-01 17:28:00,2016-09-01 20:29:00,1171.0
1296-SAN-ORD,SAN,ORD,2016-09-01 18:00:00,2016-09-01 22:01:00,1723.0
1566-SAN-ORD,SAN,ORD,2016-09-01 11:00:00,2016-09-01 15:04:00,1723.0
1042-SAN-MIA,SAN,MIA,2016-09-02 01:00:00,2016-09-02 05:48:00,2267.0
1597-SAN-PHX,SAN,PHX,2016-09-01 15:55:00,2016-09-01 17:10:00,304.0
2205-SAN-DFW,SAN,DFW,2016-09-01 09:30:00,2016-09-01 12:36:00,1171.0
2289-SAN-DFW,SAN,DFW,2016-09-01 11:50:00,2016-09-01 14:50:00,1171.0
2549-SAN-PHX,SAN,PHX,2016-09-01 19:40:00,2016-09-01 20:58:00,304.0
2491-SAN-DFW,SAN,DFW,2016-09-01 15:15:00,2016-09-01 18:16:00,1171.0
2527-SAN-PHX,SAN,PHX,2016-09-01 13:05:00,2016-09-01 14:22:00,304.0
423-SAN-DFW,SAN,DFW,2016-09-01 10:00:00,2016-09-01 12:59:00,1171.0
1703-SAN-DFW,SAN,DFW,2016-09-01 20:29:00,2016-09-01 23:25:00,1171.0
2019-SAN-PHL,SAN,PHL,2016-09-01 14:30:00,2016-09-01 19:41:00,2370.0
277-SAN-DFW,SAN,DFW,2016-09-01 13:44:00,2016-09-01 16:45:00,1171.0
462-SAN-PHX,SAN,PHX,2016-09-01 22:30:00,2016-09-01 23:47:00,304.0
487-SAN-CLT,SAN,CLT,2016-09-01 14:00:00,2016-09-01 18:44:00,2077.0
512-SAN-PHX,SAN,PHX,2016-09-02 00:30:00,2016-09-02 01:48:00,304.0
567-SAN-PHX,SAN,PHX,2016-09-01 09:25:00,2016-09-01 10:49:00,304.0
579-SAN-CLT,SAN,CLT,2016-09-02 01:35:00,2016-09-02 06:04:00,2077.0
606-SAN-DFW,SAN,DFW,2016-09-01 15:44:00,2016-09-01 18:45:00,1171.0
639-SAN-DFW,SAN,DFW,2016-09-01 19:03:00,2016-09-01 21:59:00,1171.0
648-SAN-PHL,SAN,PHL,2016-09-02 01:10:00,2016-09-02 06:14:00,2370.0
754-SAN-PHL,SAN,PHL,2016-09-01 11:30:00,2016-09-01 16:41:00,2370.0
160-COS-DFW,COS,DFW,2016-09-01 10:20:00,2016-09-01 12:12:00,592.0
1513-COS-DFW,COS,DFW,2016-09-01 18:26:00,2016-09-01 20:17:00,592.0
2194-COS-DFW,COS,DFW,2016-09-01 12:47:00,2016-09-01 14:39:00,592.0
2200-COS-DFW,COS,DFW,2016-09-01 16:53:00,2016-09-01 18:45:00,592.0
