FLIGHT,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE
2344-STL-DFW,STL,DFW,2016-09-01 20:18:00,2016-09-01 22:09:00,550.0
2190-STL-DFW,STL,DFW,2016-09-01 18:17:00,2016-09-01 20:09:00,550.0
2287-STL-ORD,STL,ORD,2016-09-01 06:00:00,2016-09-01 07:14:00,258.0
2444-STL-LAX,STL,LAX,2016-09-01 08:55:00,2016-09-01 13:09:00,1592.0
2516-STL-DFW,STL,DFW,2016-09-01 16:30:00,2016-09-01 18:22:00,550.0
2617-STL-LAX,STL,LAX,2016-09-01 17:45:00,2016-09-01 21:51:00,1592.0
1762-STL-CLT,STL,CLT,2016-09-01 07:00:00,2016-09-01 08:53:00,575.0
1885-STL-CLT,STL,CLT,2016-09-01 17:11:00,2016-09-01 19:04:00,575.0
1889-STL-CLT,STL,CLT,2016-09-01 13:45:00,2016-09-01 15:36:00,575.0
1935-STL-PHL,STL,PHL,2016-09-01 17:10:00,2016-09-01 19:27:00,814.0
2058-STL-CLT,STL,CLT,2016-09-01 08:35:00,2016-09-01 10:28:00,575.0
358-STL-DFW,STL,DFW,2016-09-01 13:49:00,2016-09-01 15:39:00,550.0
453-STL-PHX,STL,PHX,2016-09-01 18:55:00,2016-09-01 22:14:00,1262.0
660-STL-PHX,STL,PHX,2016-09-01 15:40:00,2016-09-01 18:53:00,1262.0
1684-STL-PHX,STL,PHX,2016-09-01 21:35:00,2016-09-02 00:52:00,1262.0
58-KOA-LAX,KOA,LAX,2016-09-01 20:06:00,2016-09-02 01:30:00,2504.0
664-KOA-PHX,KOA,PHX,2016-09-02 03:50:00,2016-09-02 09:33:00,2860.0
74-MEM-DFW,MEM,DFW,2016-09-01 20:38:00,2016-09-01 22:20:00,431.0
1035-MEM-DFW,MEM,DFW,2016-09-01 07:05:00,2016-09-01 08:47:00,431.0
2273-MEM-DFW,MEM,DFW,2016-09-01 09:05:00,2016-09-01 10:47:00,431.0
2394-MEM-DFW,MEM,DFW,2016-09-01 10:48:00,2016-09-01 12:27:00,431.0
2445-MEM-DFW,MEM,DFW,2016-09-01 17:28:00,2016-09-01 19:10:00,431.0
1736-MEM-CLT,MEM,CLT,2016-09-01 09:00:00,2016-09-01 10:46:00,511.0
1739-MEM-CLT,MEM,CLT,2016-09-01 12:00:00,2016-09-01 13:45:00,511.0
1795-MEM-CLT,MEM,CLT,2016-09-01 07:00:00,2016-09-01 08:46:00,511.0
1830-MEM-CLT,MEM,CLT,2016-09-01 13:49:00,2016-09-01 15:35:00,511.0
78-SLC-DFW,SLC,DFW,2016-09-01 15:40:00,2016-09-01 18:19:00,989.0
1047-SLC-DFW,SLC,DFW,2016-09-01 10:00:00,2016-09-01 12:42:00,989.0
1219-SLC-DFW,SLC,DFW,2016-09-01 08:00:00,2016-09-01 10:40:00,989.0
1178-SLC-DFW,SLC,DFW,2016-09-01 17:30:00,2016-09-01 20:10:00,989.0
2341-SLC-PHX,SLC,PHX,2016-09-01 15:30:00,2016-09-01 17:08:00,507.0
2643-SLC-ORD,SLC,ORD,2016-09-01 09:00:00,2016-09-01 12:10:00,1250.0
2014-SLC-CLT,SLC,CLT,2016-09-01 02:15:00,2016-09-01 06:02:00,1727.0
2600-SLC-DFW,SLC,DFW,2016-09-01 13:50:00,2016-09-01 16:24:00,989.0
452-SLC-PHX,SLC,PHX,2016-09-01 22:25:00,2016-09-02 00:03:00,507.0
477-SLC-PHX,SLC,PHX,2016-09-01 19:15:00,2016-09-01 20:55:00,507.0
652-SLC-PHX,SLC,PHX,2016-09-01 09:10:00,2016-09-01 10:44:00,507.0
80-DEN-DFW,DEN,DFW,2016-09-01 20:19:00,2016-09-01 22:21:00,641.0
1150-DEN-ORD,DEN,ORD,2016-09-01 11:45:00,2016-09-01 14:14:00,888.0
1169-DEN-DFW,DEN,DFW,2016-09-01 08:15:00,2016-09-01 10:18:00,641.0
1272-DEN-ORD,DEN,ORD,2016-09-01 16:19:00,2016-09-01 18:45:00,888.0
934-DEN-PHX,DEN,PHX,2016-09-01 08:00:00,2016-09-01 09:55:00,602.0
1431-DEN-PHX,DEN,PHX,2016-09-01 10:00:00,2016-09-01 12:11:00,602.0
1242-DEN-DFW,DEN,DFW,2016-09-01 16:35:00,2016-09-01 18:36:00,641.0
1577-DEN-ORD,DEN,ORD,2016-09-01 19:10:00,2016-09-01 21:38:00,888.0
2300-DEN-ORD,DEN,ORD,2016-09-01 14:30:00,2016-09-01 16:56:00,888.0
1620-DEN-DFW,DEN,DFW,2016-09-01 12:47:00,2016-09-01 14:46:00,641.0
2342-DEN-MIA,DEN,MIA,2016-09-02 01:59:00,2016-09-02 05:46:00,1709.0
2312-DEN-ORD,DEN,ORD,2016-09-01 09:30:00,2016-09-01 11:56:00,888.0
2374-DEN-DFW,DEN,DFW,2016-09-01 19:03:00,2016-09-01 21:10:00,641.0
409-DEN-PHX,DEN,PHX,2016-09-01 16:55:00,2016-09-01 18:46:00,602.0
428-DEN-CLT,DEN,CLT,2016-09-01 12:05:00,2016-09-01 15:22:00,1337.0
2481-DEN-DFW,DEN,DFW,2016-09-01 10:50:00,2016-09-01 12:53:00,641.0
2634-DEN-DFW,DEN,DFW,2016-09-01 21:45:00,2016-09-01 23:38:00,641.0
2654-DEN-DFW,DEN,DFW,2016-09-01 18:31:00,2016-09-01 20:31:00,641.0
1699-DEN-PHL,DEN,PHL,2016-09-01 13:05:00,2016-09-01 16:44:00,1558.0
1808-DEN-CLT,DEN,CLT,2016-09-01 08:50:00,2016-09-01 12:02:00,1337.0
1811-DEN-CLT,DEN,CLT,2016-09-01 14:05:00,2016-09-01 17:18:00,1337.0
1820-DEN-CLT,DEN,CLT,2016-09-01 18:00:00,2016-09-01 21:14:00,1337.0
1826-DEN-PHX,DEN,PHX,2016-09-01 14:15:00,2016-09-01 16:03:00,602.0
1980-DEN-CLT,DEN,CLT,2016-09-01 03:19:00,2016-09-01 06:23:00,1337.0
372-DEN-DFW,DEN,DFW,2016-09-01 14:49:00,2016-09-01 16:45:00,641.0
504-DEN-PHX,DEN,PHX,2016-09-01 20:27:00,2016-09-01 22:19:00,602.0
536-DEN-DFW,DEN,DFW,2016-09-01 07:05:00,2016-09-01 09:00:00,641.0
669-DEN-PHL,DEN,PHL,2016-09-01 18:00:00,2016-09-01 21:33:00,1558.0
695-DEN-PHL,DEN,PHL,2016-09-01 09:05:00,2016-09-01 12:35:00,1558.0
891-DEN-CLT,DEN,CLT,2016-09-01 10:10:00,2016-09-01 13:24:00,1337.0
1511-DEN-MIA,DEN,MIA,2016-09-01 13:15:00,2016-09-01 17:08:00,1709.0
86-PDX-ORD,PDX,ORD,2016-09-01 11:00:00,2016-09-01 15:00:00,1739.0
1319-PDX-PHX,PDX,PHX,2016-09-01 21:05:00,2016-09-01 23:40:00,1009.0
1475-PDX-DFW,PDX,DFW,2016-09-01 09:00:00,2016-09-01 12:53:00,1616.0
1479-PDX-PHX,PDX,PHX,2016-09-01 08:20:00,2016-09-01 10:53:00,1009.0
1494-PDX-PHX,PDX,PHX,2016-09-01 18:10:00,2016-09-01 20:45:00,1009.0
1500-PDX-DFW,PDX,DFW,2016-09-01 16:44:00,2016-09-01 20:30:00,1616.0
1525-PDX-DFW,PDX,DFW,2016-09-01 14:55:00,2016-09-01 18:43:00,1616.0
2281-PDX-ORD,PDX,ORD,2016-09-01 16:22:00,2016-09-01 20:25:00,1739.0
2472-PDX-DFW,PDX,DFW,2016-09-01 10:32:00,2016-09-01 14:20:00,1616.0
1930-PDX-CLT,PDX,CLT,2016-09-02 01:15:00,2016-09-02 06:03:00,2282.0
2602-PDX-DFW,PDX,DFW,2016-09-01 03:30:00,2016-09-01 07:17:00,1616.0
566-PDX-PHX,PDX,PHX,2016-09-01 11:40:00,2016-09-01 14:11:00,1009.0
249-PHL-DFW,PHL,DFW,2016-09-01 05:15:00,2016-09-01 08:45:00,1303.0
1068-PHL-MIA,PHL,MIA,2016-09-01 14:05:00,2016-09-01 16:57:00,1013.0
1185-PHL-ORD,PHL,ORD,2016-09-01 11:00:00,2016-09-01 13:16:00,678.0
1457-PHL-ORD,PHL,ORD,2016-09-01 06:05:00,2016-09-01 08:22:00,678.0
2275-PHL-DFW,PHL,DFW,2016-09-01 14:30:00,2016-09-01 18:03:00,1303.0
2463-PHL-MIA,PHL,MIA,2016-09-01 06:00:00,2016-09-01 08:49:00,1013.0
401-PHL-DFW,PHL,DFW,2016-09-01 20:30:00,2016-09-02 00:04:00,1303.0
421-PHL-DFW,PHL,DFW,2016-09-01 11:26:00,2016-09-01 15:00:00,1303.0
436-PHL-PHX,PHL,PHX,2016-09-01 10:35:00,2016-09-01 15:39:00,2075.0
437-PHL-ORD,PHL,ORD,2016-09-01 17:50:00,2016-09-01 20:19:00,678.0
447-PHL-DFW,PHL,DFW,2016-09-01 07:23:00,2016-09-01 10:55:00,1303.0
1698-PHL-IAH,PHL,IAH,2016-09-01 07:50:00,2016-09-01 11:30:00,1325.0
1699-PHL-DEN,PHL,DEN,2016-09-01 08:00:00,2016-09-01 12:10:00,1558.0
1727-PHL-ATL,PHL,ATL,2016-09-01 07:45:00,2016-09-01 10:02:00,666.0
1728-PHL-MCO,PHL,MCO,2016-09-01 08:05:00,2016-09-01 10:42:00,861.0
1733-PHL-CLT,PHL,CLT,2016-09-01 15:25:00,2016-09-01 17:08:00,449.0
1743-PHL-DFW,PHL,DFW,2016-09-01 16:25:00,2016-09-01 20:07:00,1303.0
1744-PHL-DCA,PHL,DCA,2016-09-01 15:47:00,2016-09-01 16:49:00,119.0
1746-PHL-MCO,PHL,MCO,2016-09-01 11:20:00,2016-09-01 13:52:00,861.0
1748-PHL-MCO,PHL,MCO,2016-09-01 14:00:00,2016-09-01 16:30:00,861.0
1751-PHL-RSW,PHL,RSW,2016-09-01 10:00:00,2016-09-01 12:53:00,993.0
1755-PHL-RDU,PHL,RDU,2016-09-01 20:50:00,2016-09-01 22:14:00,337.0
1759-PHL-PVD,PHL,PVD,2016-09-01 16:15:00,2016-09-01 17:32:00,237.0
1786-PHL-MCO,PHL,MCO,2016-09-01 18:45:00,2016-09-01 21:25:00,861.0
1800-PHL-FLL,PHL,FLL,2016-09-01 07:50:00,2016-09-01 10:40:00,992.0
1822-PHL-PBI,PHL,PBI,2016-09-01 10:05:00,2016-09-01 12:51:00,951.0
1824-PHL-BOS,PHL,BOS,2016-09-01 06:00:00,2016-09-01 07:17:00,280.0
1833-PHL-ATL,PHL,ATL,2016-09-01 16:35:00,2016-09-01 18:54:00,666.0
1838-PHL-MCO,PHL,MCO,2016-09-01 09:30:00,2016-09-01 12:04:00,861.0
1844-PHL-CLT,PHL,CLT,2016-09-01 08:20:00,2016-09-01 10:08:00,449.0
1850-PHL-MCO,PHL,MCO,2016-09-01 07:00:00,2016-09-01 09:26:00,861.0
1881-PHL-PHX,PHL,PHX,2016-09-01 18:15:00,2016-09-01 23:28:00,2075.0
1883-PHL-MSP,PHL,MSP,2016-09-01 07:35:00,2016-09-01 10:25:00,980.0
1887-PHL-ATL,PHL,ATL,2016-09-01 14:35:00,2016-09-01 16:42:00,666.0
1888-PHL-BOS,PHL,BOS,2016-09-01 19:15:00,2016-09-01 20:34:00,280.0
1901-PHL-MSP,PHL,MSP,2016-09-01 18:25:00,2016-09-01 21:26:00,980.0
1902-PHL-RDU,PHL,RDU,2016-09-01 18:05:00,2016-09-01 19:39:00,337.0
1905-PHL-CLT,PHL,CLT,2016-09-01 06:30:00,2016-09-01 08:11:00,449.0
1918-PHL-PVD,PHL,PVD,2016-09-01 20:40:00,2016-09-01 21:50:00,237.0
1931-PHL-DTW,PHL,DTW,2016-09-01 09:05:00,2016-09-01 10:42:00,453.0
1934-PHL-CLT,PHL,CLT,2016-09-01 11:40:00,2016-09-01 13:28:00,449.0
1935-PHL-STL,PHL,STL,2016-09-01 14:05:00,2016-09-01 16:28:00,814.0
1939-PHL-MSY,PHL,MSY,2016-09-01 15:35:00,2016-09-01 18:30:00,1089.0
1962-PHL-CLT,PHL,CLT,2016-09-01 13:55:00,2016-09-01 15:40:00,449.0
1971-PHL-RDU,PHL,RDU,2016-09-01 13:44:00,2016-09-01 15:06:00,337.0
1973-PHL-CLT,PHL,CLT,2016-09-01 10:15:00,2016-09-01 12:09:00,449.0
1983-PHL-PIT,PHL,PIT,2016-09-01 17:52:00,2016-09-01 19:13:00,268.0
1984-PHL-PIT,PHL,PIT,2016-09-01 20:40:00,2016-09-01 21:53:00,268.0
1991-PHL-ORD,PHL,ORD,2016-09-01 09:50:00,2016-09-01 12:18:00,678.0
1994-PHL-ORD,PHL,ORD,2016-09-01 13:25:00,2016-09-01 15:41:00,678.0
1995-PHL-ORD,PHL,ORD,2016-09-01 14:25:00,2016-09-01 16:40:00,678.0
2001-PHL-FLL,PHL,FLL,2016-09-01 10:00:00,2016-09-01 12:52:00,992.0
2005-PHL-CLT,PHL,CLT,2016-09-01 16:55:00,2016-09-01 18:40:00,449.0
2007-PHL-JAX,PHL,JAX,2016-09-01 21:55:00,2016-09-02 00:03:00,742.0
2016-PHL-ATL,PHL,ATL,2016-09-01 09:45:00,2016-09-01 12:06:00,666.0
2022-PHL-FLL,PHL,FLL,2016-09-01 15:55:00,2016-09-01 18:45:00,992.0
2023-PHL-ORD,PHL,ORD,2016-09-01 07:50:00,2016-09-01 10:15:00,678.0
2024-PHL-RDU,PHL,RDU,2016-09-01 22:50:00,2016-09-02 00:06:00,337.0
2033-PHL-JAX,PHL,JAX,2016-09-01 07:55:00,2016-09-01 10:15:00,742.0
2040-PHL-DCA,PHL,DCA,2016-09-01 07:30:00,2016-09-01 08:32:00,119.0
2048-PHL-IND,PHL,IND,2016-09-01 18:05:00,2016-09-01 20:11:00,588.0
2051-PHL-MIA,PHL,MIA,2016-09-01 09:55:00,2016-09-01 12:57:00,1013.0
2074-PHL-LGA,PHL,LGA,2016-09-01 20:34:00,2016-09-01 21:32:00,96.0
2079-PHL-ATL,PHL,ATL,2016-09-01 11:30:00,2016-09-01 13:44:00,666.0
2081-PHL-TPA,PHL,TPA,2016-09-01 15:55:00,2016-09-01 18:36:00,920.0
2089-PHL-BDL,PHL,BDL,2016-09-01 20:40:00,2016-09-01 21:47:00,196.0
2093-PHL-AUS,PHL,AUS,2016-09-01 09:29:00,2016-09-01 13:10:00,1430.0
2094-PHL-IAH,PHL,IAH,2016-09-01 18:05:00,2016-09-01 21:50:00,1325.0
2096-PHL-MCI,PHL,MCI,2016-09-01 09:10:00,2016-09-01 12:02:00,1038.0
2582-PHL-MIA,PHL,MIA,2016-09-01 11:10:00,2016-09-01 14:01:00,1013.0
482-PHL-ORD,PHL,ORD,2016-09-01 16:20:00,2016-09-01 18:48:00,678.0
506-PHL-PHX,PHL,PHX,2016-09-01 07:05:00,2016-09-01 12:07:00,2075.0
539-PHL-TPA,PHL,TPA,2016-09-01 09:40:00,2016-09-01 12:22:00,920.0
543-PHL-DFW,PHL,DFW,2016-09-01 09:17:00,2016-09-01 12:47:00,1303.0
573-PHL-SEA,PHL,SEA,2016-09-01 07:35:00,2016-09-01 13:27:00,2378.0
577-PHL-LAS,PHL,LAS,2016-09-01 08:00:00,2016-09-01 13:20:00,2176.0
597-PHL-LAX,PHL,LAX,2016-09-01 09:55:00,2016-09-01 15:55:00,2402.0
611-PHL-DFW,PHL,DFW,2016-09-01 13:09:00,2016-09-01 16:36:00,1303.0
615-PHL-SFO,PHL,SFO,2016-09-01 07:57:00,2016-09-01 14:00:00,2521.0
656-PHL-SFO,PHL,SFO,2016-09-01 10:25:00,2016-09-01 16:28:00,2521.0
668-PHL-DEN,PHL,DEN,2016-09-01 11:55:00,2016-09-01 15:59:00,1558.0
674-PHL-SAN,PHL,SAN,2016-09-01 07:50:00,2016-09-01 13:29:00,2370.0
675-PHL-DFW,PHL,DFW,2016-09-01 18:00:00,2016-09-01 21:44:00,1303.0
683-PHL-MSY,PHL,MSY,2016-09-01 10:05:00,2016-09-01 13:08:00,1089.0
689-PHL-LAS,PHL,LAS,2016-09-01 10:10:00,2016-09-01 15:32:00,2176.0
695-PHL-PHX,PHL,PHX,2016-09-01 14:00:00,2016-09-01 19:01:00,2075.0
701-PHL-LAX,PHL,LAX,2016-09-01 16:05:00,2016-09-01 22:04:00,2402.0
709-PHL-SFO,PHL,SFO,2016-09-01 20:25:00,2016-09-02 02:22:00,2521.0
715-PHL-BOS,PHL,BOS,2016-09-01 17:45:00,2016-09-01 19:13:00,280.0
717-PHL-LAX,PHL,LAX,2016-09-01 20:35:00,2016-09-02 02:27:00,2402.0
719-PHL-ATL,PHL,ATL,2016-09-01 18:30:00,2016-09-01 20:55:00,666.0
723-PHL-SFO,PHL,SFO,2016-09-01 16:05:00,2016-09-01 22:10:00,2521.0
729-PHL-SEA,PHL,SEA,2016-09-01 16:15:00,2016-09-01 22:13:00,2378.0
735-PHL-LAS,PHL,LAS,2016-09-01 16:15:00,2016-09-01 21:38:00,2176.0
739-PHL-BOS,PHL,BOS,2016-09-01 15:35:00,2016-09-01 16:55:00,280.0
741-PHL-SJU,PHL,SJU,2016-09-01 18:05:00,2016-09-01 22:26:00,1576.0
743-PHL-ORD,PHL,ORD,2016-09-01 20:30:00,2016-09-01 22:50:00,678.0
755-PHL-SAN,PHL,SAN,2016-09-01 18:10:00,2016-09-01 23:57:00,2370.0
759-PHL-SFO,PHL,SFO,2016-09-01 18:00:00,2016-09-02 00:08:00,2521.0
769-PHL-MCO,PHL,MCO,2016-09-01 15:50:00,2016-09-01 18:26:00,861.0
771-PHL-SJU,PHL,SJU,2016-09-01 09:50:00,2016-09-01 13:48:00,1576.0
777-PHL-PHX,PHL,PHX,2016-09-01 16:00:00,2016-09-01 21:10:00,2075.0
781-PHL-LAX,PHL,LAX,2016-09-01 07:30:00,2016-09-01 13:24:00,2402.0
784-PHL-LAS,PHL,LAS,2016-09-01 19:00:00,2016-09-02 00:15:00,2176.0
785-PHL-LAX,PHL,LAX,2016-09-01 17:55:00,2016-09-01 23:56:00,2402.0
792-PHL-MSP,PHL,MSP,2016-09-01 15:55:00,2016-09-01 18:48:00,980.0
797-PHL-LAX,PHL,LAX,2016-09-01 13:55:00,2016-09-01 19:45:00,2402.0
807-PHL-SAN,PHL,SAN,2016-09-01 16:10:00,2016-09-01 21:52:00,2370.0
834-PHL-TPA,PHL,TPA,2016-09-01 17:55:00,2016-09-01 20:40:00,920.0
851-PHL-DEN,PHL,DEN,2016-09-01 17:55:00,2016-09-01 22:09:00,1558.0
854-PHL-SEA,PHL,SEA,2016-09-01 18:00:00,2016-09-02 00:00:00,2378.0
892-PHL-CLT,PHL,CLT,2016-09-01 19:10:00,2016-09-01 20:52:00,449.0
1655-PHL-BOS,PHL,BOS,2016-09-01 08:00:00,2016-09-01 09:28:00,280.0
1657-PHL-BOS,PHL,BOS,2016-09-01 09:50:00,2016-09-01 11:21:00,280.0
1661-PHL-BOS,PHL,BOS,2016-09-01 12:15:00,2016-09-01 13:29:00,280.0
1663-PHL-BOS,PHL,BOS,2016-09-01 14:00:00,2016-09-01 15:21:00,280.0
1671-PHL-BOS,PHL,BOS,2016-09-01 20:15:00,2016-09-01 21:34:00,280.0
1675-PHL-BOS,PHL,BOS,2016-09-01 22:50:00,2016-09-02 00:05:00,280.0
1680-PHL-PBI,PHL,PBI,2016-09-01 18:30:00,2016-09-01 21:20:00,951.0
1686-PHL-MSP,PHL,MSP,2016-09-01 11:20:00,2016-09-01 14:08:00,980.0
1689-PHL-RDU,PHL,RDU,2016-09-01 11:30:00,2016-09-01 12:55:00,337.0
2562-PHL-MIA,PHL,MIA,2016-09-01 17:44:00,2016-09-01 20:44:00,1013.0
266-LIH-LAX,LIH,LAX,2016-09-01 19:25:00,2016-09-02 01:06:00,2615.0
697-LIH-PHX,LIH,PHX,2016-09-02 03:10:00,2016-09-02 09:06:00,2979.0
340-MCI-DFW,MCI,DFW,2016-09-01 14:20:00,2016-09-01 16:05:00,460.0
1046-MCI-DFW,MCI,DFW,2016-09-01 18:29:00,2016-09-01 20:14:00,460.0
1224-MCI-DFW,MCI,DFW,2016-09-01 09:00:00,2016-09-01 10:45:00,460.0
1107-MCI-PHX,MCI,PHX,2016-09-01 07:00:00,2016-09-01 09:53:00,1044.0
926-MCI-PHX,MCI,PHX,2016-09-01 19:10:00,2016-09-01 22:04:00,1044.0
970-MCI-DFW,MCI,DFW,2016-09-01 12:06:00,2016-09-01 13:48:00,460.0
1387-MCI-DFW,MCI,DFW,2016-09-01 07:00:00,2016-09-01 08:44:00,460.0
1568-MCI-DFW,MCI,DFW,2016-09-01 17:11:00,2016-09-01 19:02:00,460.0
2318-MCI-DFW,MCI,DFW,2016-09-01 20:15:00,2016-09-01 22:01:00,460.0
1701-MCI-CLT,MCI,CLT,2016-09-01 14:58:00,2016-09-01 17:15:00,808.0
1706-MCI-CLT,MCI,CLT,2016-09-01 19:28:00,2016-09-01 21:40:00,808.0
1843-MCI-CLT,MCI,CLT,2016-09-01 11:15:00,2016-09-01 13:34:00,808.0
2097-MCI-PHL,MCI,PHL,2016-09-01 12:45:00,2016-09-01 15:29:00,1038.0
552-MCI-PHX,MCI,PHX,2016-09-01 15:45:00,2016-09-01 18:34:00,1044.0
850-MCI-CLT,MCI,CLT,2016-09-01 08:09:00,2016-09-01 10:29:00,808.0
346-JAX-DFW,JAX,DFW,2016-09-01 06:20:00,2016-09-01 09:02:00,918.0
1373-JAX-DFW,JAX,DFW,2016-09-01 16:15:00,2016-09-01 19:00:00,918.0
2280-JAX-DFW,JAX,DFW,2016-09-01 12:11:00,2016-09-01 14:55:00,918.0
1847-JAX-CLT,JAX,CLT,2016-09-01 08:45:00,2016-09-01 10:18:00,328.0
1886-JAX-CLT,JAX,CLT,2016-09-01 13:55:00,2016-09-01 15:18:00,328.0
1948-JAX-PHL,JAX,PHL,2016-09-01 06:30:00,2016-09-01 08:34:00,742.0
1950-JAX-CLT,JAX,CLT,2016-09-01 10:35:00,2016-09-01 12:00:00,328.0
2028-JAX-CLT,JAX,CLT,2016-09-01 15:25:00,2016-09-01 16:51:00,328.0
2034-JAX-PHL,JAX,PHL,2016-09-01 10:55:00,2016-09-01 12:59:00,742.0
2080-JAX-CLT,JAX,CLT,2016-09-01 18:02:00,2016-09-01 19:28:00,328.0
2092-JAX-CLT,JAX,CLT,2016-09-01 07:00:00,2016-09-01 08:24:00,328.0
386-JAX-DFW,JAX,DFW,2016-09-01 19:22:00,2016-09-01 21:58:00,918.0
347-MSY-MIA,MSY,MIA,2016-09-01 07:00:00,2016-09-01 08:56:00,675.0
1283-MSY-DFW,MSY,DFW,2016-09-01 11:57:00,2016-09-01 13:38:00,447.0
1300-MSY-DFW,MSY,DFW,2016-09-01 18:25:00,2016-09-01 20:05:00,447.0
1594-MSY-DFW,MSY,DFW,2016-09-01 07:00:00,2016-09-01 08:43:00,447.0
1038-MSY-DFW,MSY,DFW,2016-09-01 10:28:00,2016-09-01 12:09:00,447.0
2302-MSY-DFW,MSY,DFW,2016-09-01 20:39:00,2016-09-01 22:20:00,447.0
2383-MSY-DFW,MSY,DFW,2016-09-01 14:45:00,2016-09-01 16:25:00,447.0
1864-MSY-CLT,MSY,CLT,2016-09-01 14:01:00,2016-09-01 15:55:00,651.0
1870-MSY-CLT,MSY,CLT,2016-09-01 19:25:00,2016-09-01 21:17:00,651.0
1938-MSY-CLT,MSY,CLT,2016-09-01 12:00:00,2016-09-01 13:53:00,651.0
1939-MSY-PHL,MSY,PHL,2016-09-01 19:15:00,2016-09-01 21:59:00,1089.0
2358-MSY-DFW,MSY,DFW,2016-09-01 17:00:00,2016-09-01 18:40:00,447.0
2580-MSY-LAX,MSY,LAX,2016-09-01 18:55:00,2016-09-01 23:19:00,1670.0
387-MSY-DFW,MSY,DFW,2016-09-01 09:00:00,2016-09-01 10:37:00,447.0
390-MSY-MIA,MSY,MIA,2016-09-01 09:42:00,2016-09-01 11:38:00,675.0
683-MSY-PHL,MSY,PHL,2016-09-01 14:05:00,2016-09-01 16:50:00,1089.0
732-MSY-CLT,MSY,CLT,2016-09-01 17:05:00,2016-09-01 18:59:00,651.0
885-MSY-CLT,MSY,CLT,2016-09-01 08:25:00,2016-09-01 10:23:00,651.0
1083-IAD-MIA,IAD,MIA,2016-09-01 06:00:00,2016-09-01 08:49:00,921.0
1362-IAD-LAX,IAD,LAX,2016-09-01 18:57:00,2016-09-02 00:45:00,2288.0
1556-IAD-DFW,IAD,DFW,2016-09-01 11:40:00,2016-09-01 14:56:00,1172.0
1544-IAD-DFW,IAD,DFW,2016-09-01 18:59:00,2016-09-01 22:15:00,1172.0
2541-IAD-DFW,IAD,DFW,2016-09-01 15:11:00,2016-09-01 18:31:00,1172.0
2636-IAD-LAX,IAD,LAX,2016-09-01 07:40:00,2016-09-01 13:24:00,2288.0
2569-IAD-DFW,IAD,DFW,2016-09-01 07:00:00,2016-09-01 10:17:00,1172.0
1091-SJU-MIA,SJU,MIA,2016-09-01 12:12:00,2016-09-01 14:59:00,1045.0
1222-SJU-MIA,SJU,MIA,2016-09-01 05:00:00,2016-09-01 07:42:00,1045.0
1299-SJU-MIA,SJU,MIA,2016-09-01 13:31:00,2016-09-01 16:23:00,1045.0
1329-SJU-ORD,SJU,ORD,2016-09-01 14:02:00,2016-09-01 19:08:00,2072.0
1357-SJU-JFK,SJU,JFK,2016-09-01 11:30:00,2016-09-01 15:33:00,1598.0
1591-SJU-DFW,SJU,DFW,2016-09-01 08:15:00,2016-09-01 13:28:00,2165.0
1014-SJU-MIA,SJU,MIA,2016-09-01 07:42:00,2016-09-01 10:28:00,1045.0
2414-SJU-MIA,SJU,MIA,2016-09-01 16:45:00,2016-09-01 19:32:00,1045.0
2415-SJU-MIA,SJU,MIA,2016-09-01 09:34:00,2016-09-01 12:16:00,1045.0
1862-SJU-CLT,SJU,CLT,2016-09-01 13:50:00,2016-09-01 17:37:00,1475.0
2605-SJU-MIA,SJU,MIA,2016-09-01 15:10:00,2016-09-01 18:01:00,1045.0
772-SJU-PHL,SJU,PHL,2016-09-01 14:10:00,2016-09-01 18:07:00,1576.0
1099-ORF-DFW,ORF,DFW,2016-09-01 07:00:00,2016-09-01 10:22:00,1212.0
294-ORF-DFW,ORF,DFW,2016-09-01 15:19:00,2016-09-01 18:42:00,1212.0
1780-ORF-CLT,ORF,CLT,2016-09-01 07:13:00,2016-09-01 08:40:00,290.0
1863-ORF-CLT,ORF,CLT,2016-09-01 20:24:00,2016-09-01 21:52:00,290.0
2002-ORF-CLT,ORF,CLT,2016-09-01 11:05:00,2016-09-01 12:28:00,290.0
1101-ABQ-DFW,ABQ,DFW,2016-09-01 18:25:00,2016-09-01 20:16:00,569.0
1282-ABQ-DFW,ABQ,DFW,2016-09-01 10:25:00,2016-09-01 12:13:00,569.0
2214-ABQ-DFW,ABQ,DFW,2016-09-01 12:40:00,2016-09-01 14:25:00,569.0
2511-ABQ-DFW,ABQ,DFW,2016-09-01 17:14:00,2016-09-01 19:02:00,569.0
2611-ABQ-DFW,ABQ,DFW,2016-09-01 07:00:00,2016-09-01 08:46:00,569.0
299-FLL-DFW,FLL,DFW,2016-09-01 19:05:00,2016-09-01 22:16:00,1119.0
1302-FLL-DFW,FLL,DFW,2016-09-01 11:40:00,2016-09-01 14:50:00,1119.0
1523-FLL-DFW,FLL,DFW,2016-09-01 15:41:00,2016-09-01 19:01:00,1119.0
2191-FLL-DFW,FLL,DFW,2016-09-01 13:33:00,2016-09-01 16:45:00,1119.0
2363-FLL-DFW,FLL,DFW,2016-09-01 07:00:00,2016-09-01 10:16:00,1119.0
418-FLL-DCA,FLL,DCA,2016-09-01 12:45:00,2016-09-01 15:18:00,899.0
